Departement;Commune;Habitants;Agglo;Maire;Qui gere EP;Statut;Prestataire EP;Contact;Notes
"Yvelines (78)";"Boissy-sans-Avoir";627;"CC Cur d'Yvelines";"Grégoire CORBY";"";"done";"RAOULT";"";""
"Val-d'Oise (95)";"Vallangoujard";625;"CC Sausseron Impressionnistes";"Philippe FABREGES";"";"todo";"";"";""
"Seine-et-Marne (77)";"Montceaux-lès-Meaux";624;"CC Pays de Montereau";"Vincent VYT";"";"inprogress";"";"";""
"Yvelines (78)";"La Falaise";623;"CC Portes de l'Île-de-France";"Maryse DI BERNARDO";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Cocherel";622;"CC du Pays de l'Ourcq";"Pierre EELBODE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Hermé";622;"CA du Pays de Fontainebleau";"Ghislain BOURBONNEUX";"";"inprogress";"";"";""
"Essonne (91)";"Valpuiseaux";621;"CC des Deux Vallées";"Jean PERTHUIS";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Arronville";618;"CC Carnelle Pays-de-France";"Frederic GODIN";"";"todo";"";"";""
"Seine-et-Marne (77)";"Recloses";616;"CA du Pays de Fontainebleau";"Sonia RISCO";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Villeneuve-les-Bordes";616;"CC Brie Nangissienne";"Francis CHAINEAU";"";"inprogress";"";"";"14H30"
"Seine-et-Marne (77)";"Le Plessis-Feu-Aussoux";615;"CC Coulommiers Pays de Brie";"Raynal SOYEZ";"syndicat";"done";"EIFFAGE";"";"CM POUR 2030 AVEC LE SDESM"
"Seine-et-Marne (77)";"Saint-Mesmes";613;"CC Plaines et Monts de France";"Alfred STADLER";"";"inprogress";"";"";"13h45"
"Yvelines (78)";"Jumeauville";613;"CC du Pays Houdanais";"Jean-Claude LANGLOIS";"";"done";"CU GPSEO";"";""
"Yvelines (78)";"Vieille-Église-en-Yvelines";612;"CA Rambouillet Territoires";"Jean Louis DUCHAMP";"";"callback";"MAIL ENVOYÉ";"";""
"Seine-et-Marne (77)";"Les Écrennes";610;"CC Brie Nangissienne";"Jean-Yves LE MÉE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Fouju";607;"CC Pays de Montereau";"Jonathan WOCHENMAYER";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Crisenoy";605;"CC Brie des Rivières et Châteaux";"Manuel SIRERA";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Marchémoret";604;"CC Gâtinais Val de Loing";"Jean-Louis DURAND";"";"inprogress";"";"";""
"Yvelines (78)";"Boinville-le-Gaillard";604;"CA Rambouillet Territoires";"Bruno BARBÉ";"";"callback";"MAIL ENVOYÉ";"";""
"Val-d'Oise (95)";"Épiais-Rhus";603;"CC du Vexin-Val de Seine";"Brahim MOHA";"";"todo";"";"";""
"Val-d'Oise (95)";"Puiseux-Pontoise";603;"CA de Cergy-Pontoise";"Thierry THOMASSIN";"agglo";"inprogress";"CITEOS, ENTRA ET SPIR CITY NETWORK";"";""
"Seine-et-Marne (77)";"Iverny";603;"CA du Pays de Meaux";"Olivier STEHLIN";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Flagy";602;"CC des Deux Morin";"Tristan Philippe GREILLOT";"syndicat";"done";"SATELEC";"";"CM DURÉE TOUS LES 3 ANS AVEC LE SDESM"
"Seine-et-Marne (77)";"Signy-Signets";602;"CC des Deux Morin";"Philippe FOURMY REUX";"syndicat";"done";"BIR";"";"CM : 1ER JANVIER 2027 CONTRAT AVEC LE SDESM"
"Seine-et-Marne (77)";"Nonville";601;"CC Pays de Nemours";"Jean Claude BELLIOT";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Féricy";600;"CC Pays de Nemours";"Jean-Luc GERMAIN";"syndicat";"done";"EIFFAGE ";"";"CM DE 3 ANS PAR LE SDESM"
"Seine-et-Marne (77)";"Noisy-Rudignon";595;"CC Moret Seine et Loing";"Bruce VANNESTE";"";"inprogress";"";"";""
"Essonne (91)";"Villeneuve-sur-Auvers";594;"CC des Deux Vallées";"Martine HUTEAU";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Savins";593;"CC du Provinois";"Xavier LELIEVRE";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Haravilliers";589;"CC du Haut Val d'Oise";"Olivier BIRON";"";"todo";"";"";""
"Essonne (91)";"Videlles";588;"CC des Deux Vallées";"Gino BERTOL";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Hérouville-en-Vexin";584;"CC du Vexin-Val de Seine";"Eric BAERT";"";"todo";"";"";""
"Essonne (91)";"Morsang-sur-Seine";584;"CA Grand Paris Sud";"Marie-Anne RIGAL";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Fontaine-Fourches";580;"CA du Pays de Fontainebleau";"Xavier LAMOTTE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Léchelle";579;"CC Brie Nangissienne";"Martine LEGRAND";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Voinsles";577;"CC Brie Nangissienne";"Martine LAFORGE";"";"inprogress";"";"";""
"Yvelines (78)";"Flexanville";576;"CC Cur d'Yvelines";"Didier SAUSSAY";"";"done";"SICAE ELY";"";""
"Seine-et-Marne (77)";"Limoges-Fourches";573;"CA Grand Paris Sud";"Philippe CHARPENTIER";"";"inprogress";"";"";"SDESM"
"Seine-et-Marne (77)";"Coulombs-en-Valois";572;"CC du Pays de l'Ourcq";"Catherine BOUDOT";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Sept-Sorts";572;"CC des Deux Morin";"Céline MICONI";"";"inprogress";"";"";""
"Essonne (91)";"Courson-Monteloup";570;"CC du Pays de Limours";"Daniel CHAINTREUIL";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Everly";570;"CC du Pays de l'Ourcq";"Laurence GUERINOT";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Condécourt";564;"CC du Vexin-Val de Seine";"Michel FINET";"";"todo";"";"";""
"Seine-et-Marne (77)";"Gurcy-le-Châtel";564;"CC Brie des Rivières et Châteaux";"Nadine VILLIERS";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Bussières";561;"CC du Pays de l'Ourcq";"Dominique MACHURÉ";"";"inprogress";"";"";""
"Essonne (91)";"Pecqueuse";558;"CC du Pays de Limours";"Jean-Marc DELAITRE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Échouboulains";558;"CC Brie des Rivières et Châteaux";"Marie-Christine RAMARÉ";"syndicat";"inprogress";"EIFFAGE";"";"CM AVEC LE SDESM"
"Seine-et-Marne (77)";"Saint-Germain-sous-Doue";557;"CA Coulommiers Pays de Brie";"Yvan SEVESTRE";"";"inprogress";"";"";""
"Yvelines (78)";"Drocourt";557;"CU Grand Paris Seine et Oise";"Dominique PIERRET";"";"done";"GPSEO";"";""
"Yvelines (78)";"Jouy-Mauvoisin";557;"CU Grand Paris Seine et Oise";"Nadège DELLAROSA";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Courtomer";554;"CC Brie des Rivières et Châteaux";"Cyril BAZZOLI";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Noisy-sur-Oise";549;"CC Carnelle Pays-de-France";"Catherine BORGNE";"";"todo";"";"";""
"Seine-et-Marne (77)";"Chalautre-la-Petite";549;"CC du Provinois";"Chantal BELLACHE";"";"inprogress";"";"";""
"Yvelines (78)";"Goupillières";549;"CU Grand Paris Seine et Oise";"Régine FRANÇOIS";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Blennes";546;"CC Gâtinais Val de Loing";"Stéphanie PRISÉ";"";"inprogress";"";"";""
"Yvelines (78)";"Gressey";541;"CC du Pays Houdanais";"Valéry BERTRAND";"";"done";"SIELY";"";""
"Seine-et-Marne (77)";"Jutigny";537;"CC Plaines et Monts de France";"Fabrice GENON";"";"inprogress";"";"";""
"Yvelines (78)";"Choisel";534;"CC Haute Vallée de Chevreuse";"Stéphanie VARIN GAHREN";"";"done";"QUECKENBORN";"";""
"Essonne (91)";"Boissy-la-Rivière";533;"CA Étampois Sud-Essonne";"Johanne LEIGNADIER";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Coulommes";532;"CA Coulommiers Pays de Brie";"Françoise BERNARD";"commune";"done";"BIR";"";"CM TOUS LES 3 ANS AVEC LE SDESM"
"Yvelines (78)";"Montainville";531;"CC Cur d'Yvelines";"Eric MARTIN";"";"done";"CITEOS";"";""
"Seine-et-Marne (77)";"Saint-Ouen-sur-Morin";530;"CA Coulommiers Pays de Brie";"Nathalie VIBERT";"";"inprogress";"";"";""
"Yvelines (78)";"Villette";528;"CC Portes de l'Île-de-France";"Jean-Marie POËTTE";"";"done";"SICAE ELY";"";""
"Val-d'Oise (95)";"Frémécourt";526;"CC du Vexin-Val de Seine";"Grégoire BOUILLIANT";"";"todo";"";"";""
"Seine-et-Marne (77)";"Bransles";525;"CC Gâtinais Val de Loing";"Florent NEGRIER";"";"inprogress";"";"";""
"Essonne (91)";"Buno-Bonnevaux";523;"CC des Deux Vallées";"Bernardin COUDORO";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Genainville";522;"CC du Vexin-Val de Seine";"Jean-Marc LALANNE";"";"todo";"";"";""
"Essonne (91)";"Nainville-les-Roches";520;"CC du Val d'Essonne";"Frédéric MOURET";"";"inprogress";"";"";""
"Yvelines (78)";"Tilly";517;"CC Portes de l'Île-de-France";"Jean-Claude ROBIN";"";"done";"SICAEL ELY";"";""
"Seine-et-Marne (77)";"Vimpelles";515;"CC Bassée-Montois";"Yannick MASSON";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Génicourt";514;"CC du Vexin-Val de Seine";"Olivier DESLANDES";"";"todo";"";"";""
"Val-d'Oise (95)";"Frémainville";507;"CC du Vexin-Val de Seine";"Angélique LAGO";"";"todo";"";"";""
"Seine-et-Marne (77)";"Chevry-en-Sereine";505;"CC Gâtinais Val de Loing";"Isabelle ROBBENS";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Le Perchay";504;"CC du Vexin-Val de Seine";"Gregory LEOST";"";"todo";"";"";""
"Seine-et-Marne (77)";"Poigny";504;"CC du Provinois";"Claude BONICI";"";"inprogress";"";"";""
"Yvelines (78)";"Andelu";504;"CC Cur d'Yvelines";"Vincent MECHENET";"";"callback";"MAIL ENVOYÉ";"";""
"Yvelines (78)";"Bourdonné";504;"CC Cur d'Yvelines";"Sylvain ROULAND";"";"callback";"MAIL ENVOYÉ";"";""
"Essonne (91)";"La Forêt-le-Roi";502;"CC du Dourdannais en Hurepoix";"Marie-Ange GANGNEBIEN";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Meilleray";502;"CC Brie Nangissienne";"Séverine DELAPLACE";"";"inprogress";"";"";""
"Yvelines (78)";"Longvilliers";501;"CA Rambouillet Territoires";"Maurice CHANCLUD";"";"done";"QUECKENBORN";"";""
"Yvelines (78)";"Senlisse";501;"CC Haute Vallée de Chevreuse";"Lauri BOUNATIROU";"";"callback";"MAIL ENVOYÉ";"";""
"Val-d'Oise (95)";"Villers-en-Arthies";498;"CC du Vexin-Val de Seine";"Jean-François CHRISTIAN RENARD";"";"todo";"";"";""
"Seine-et-Marne (77)";"Faÿ-lès-Nemours";498;"CC Val Briard";"Christian PEUTOT";"syndicat";"done";"SATELEC";"";"CM DE 3 ANS PAR LE SDESM"
"Yvelines (78)";"Béhoust";498;"CC Cur d'Yvelines";"Guy PELISSIER";"";"callback";"MAIL ENVOYÉ";"";""
"Val-d'Oise (95)";"Longuesse";496;"CC du Vexin-Val de Seine";"Norbert LALLOYER";"";"todo";"";"";""
"Seine-et-Marne (77)";"Montereau-sur-le-Jard";495;"CA Melun Val de Seine";"Marion DE PAIX DE COEUR";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Louan-Villegruis-Fontaine";493;"CC Gâtinais Val de Loing";"Nicolas BRODARD";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Rouilly";493;"CC Brie des Rivières et Châteaux";"Béatrice MANZANO MISAK";"";"inprogress";"";"";""
"Essonne (91)";"Saint-Cyr-la-Rivière";489;"CA Étampois Sud-Essonne";"Lionel Didier GOIN";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Saint-Hilliers";484;"CC du Provinois";"Catherine GALLOIS";"";"inprogress";"";"";"16H"
"Seine-et-Marne (77)";"Aufferville";482;"CC Pays de Nemours";"Bruno MOULIÉ";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Mauperthuis";480;"CC du Pays de l'Ourcq";"Dominique CARLIER";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"La Trétoire";479;"CA Coulommiers Pays de Brie";"Sylvie CHAPON";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Cléry-en-Vexin";476;"CC du Vexin-Val de Seine";"René PANNIER";"";"todo";"";"";""
"Essonne (91)";"Saint-Jean-de-Beauregard";476;"CC du Pays de Limours";"Sabine ROYANT";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Bellefontaine";474;"CC du Haut Val d'Oise";"Célia DELAHAYE";"";"todo";"";"";""
"Essonne (91)";"Saint-Escobille";473;"CA Étampois Sud-Essonne";"Valérie GALOPIN";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Les Chapelles-Bourbon";469;"CC Val Briard";"Anne PARISY";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Remauville";469;"CC Gâtinais Val de Loing";"Carole LOVERGNE";"";"inprogress";"";"";"14h"
"Seine-et-Marne (77)";"Pierre-Levée";467;"CA Coulommiers Pays de Brie";"Philippe DESWARTE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Cuisy";466;"CC Plaines et Monts de France";"Lionel PHILIPPE";"";"inprogress";"";"";""
"Yvelines (78)";"Chaufour-lès-Bonnières";466;"CU Grand Paris Seine et Oise";"Dominique DEVE";"";"done";"GPSEO";"";""
"Essonne (91)";"Souzy-la-Briche";464;"CC Entre Juine et Renarde";"Dominique COLLET";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Paley";462;"CC Gâtinais Val de Loing";"Gilles DEJARDINS";"syndicat";"done";"ne veulent pas donner";"";"CM avec le SDESM"
"Seine-et-Marne (77)";"Villebéon";460;"CC Gâtinais Val de Loing";"Francis PLÉ";"commune";"done";"EIFFAGE";"";"CM JUSQU'EN 2030 AVEC LE SDESM"
"Seine-et-Marne (77)";"Marcilly";459;"CC Plaines et Monts de France";"Fabrice DIDON";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Saint-Fiacre";458;"CC Val Briard";"David LOURDELET";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Carnetin";456;"CA Marne et Gondoire";"Pascal LEROY";"";"refused";"";"";""
"Seine-et-Marne (77)";"Crèvecur-en-Brie";445;"CC Val Briard";"Marc CUYPERS";"";"inprogress";"";"";""
"Yvelines (78)";"Saint-Lambert";444;"CC Haute Vallée de Chevreuse";"Olivier BEDOUELLE";"";"callback";"MAIL ENVOYÉ";"";""
"Seine-et-Marne (77)";"Mons-en-Montois";443;"CC Gâtinais Val de Loing";"Bruno DEMAEGDT";"";"inprogress";"";"";""
"Yvelines (78)";"Saint-Forget";443;"CC Haute Vallée de Chevreuse";"Isabelle GAUTHERON-BRUNEAU";"";"callback";"MAIL ENVOYÉ";"";""
"Seine-et-Marne (77)";"Villenauxe-la-Petite";439;"CC du Provinois";"Jean-Pierre MARGOUILLA";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Béthemont-la-Forêt";435;"CA Plaine Vallée";"Didier DAGONET";"";"todo";"";"";""
"Seine-et-Marne (77)";"Lescherolles";435;"CC du Provinois";"Patrick ROBERT";"syndicat";"done";"Bouygues energie";"";"CM tous les 3 ans avec le SDESM"
"Yvelines (78)";"Hargeville";434;"CC du Pays Houdanais";"Alexandre LECOINTE";"";"callback";"MAIL ENVOYÉ";"";""
"Val-d'Oise (95)";"Bréançon";432;"CC du Vexin-Val de Seine";"Christophe BENOIST POUTEAU";"";"todo";"";"";""
"Essonne (91)";"Boutervilliers";429;"CA Étampois Sud-Essonne";"Marc HERREMAN";"";"inprogress";"";"";""
"Yvelines (78)";"Fontenay-Mauvoisin";425;"CU Grand Paris Seine et Oise";"Dominique JOSSEAUME";"";"done";"GPSEO";"";""
"Yvelines (78)";"Saint-Illiers-le-Bois";424;"CC Portes de l'Île-de-France";"Christine NOËL";"";"callback";"MAIL ENVOYÉ";"";""
"Seine-et-Marne (77)";"Forges";421;"CA Roissy Pays de France";"Romain SENOBLE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Treuzy-Levelay";421;"CC Gâtinais Val de Loing";"Patricia PILLOT";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"La Chapelle-Moutils";420;"CA Coulommiers Pays de Brie";"Harold MONPOINT";"syndicat";"done";"BOUYGUES";"";"CM DE 3 ANS RENOUVELABLES AVEC LE SDESM"
"Seine-et-Marne (77)";"Nanteuil-sur-Marne";420;"CC des Deux Morin";"Emmanuel VIVET";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Boissettes";417;"CA Melun Val de Seine";"Thierry SEGURA";"syndicat";"done";"SPIE";"";"CM DE 6 ANS AVEC LE SDESM"
"Yvelines (78)";"Cravent";417;"CU Grand Paris Seine et Oise";"Jacky JOUBERT";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Marolles-en-Brie";412;"CC Val Briard";"Christine GUILLETTE";"";"inprogress";"";"";""
"Yvelines (78)";"Prunay-le-Temple";411;"CC du Pays Houdanais";"Jean MYOTTE";"";"callback";"MAIL ENVOYÉ";"";""
"Seine-et-Marne (77)";"Nanteau-sur-Essonne";407;"CC Gâtinais Val de Loing";"Olivier MAUXION";"";"inprogress";"";"";""
"Yvelines (78)";"Mareil-le-Guyon";406;"CC Cur d'Yvelines";"Patricia SADOC";"";"callback";"MAIL ENVOYÉ";"";""
"Essonne (91)";"Saint-Hilaire";405;"CA Étampois Sud-Essonne";"Stéphane DEMEULEMEESTER";"";"inprogress";"";"";""
"Yvelines (78)";"Osmoy";404;"CC du Pays Houdanais";"Hugues BOVAËRE";"";"done";"SOCIETE ENERGIES SERVICES À HOUDAN (78)";"";""
"Val-d'Oise (95)";"La Roche-Guyon";399;"CC du Vexin-Val de Seine";"Capucine FAIVRE";"";"todo";"";"";""
"Seine-et-Marne (77)";"Pézarches";398;"CC Brie Nangissienne";"Aurélie RACINET";"";"inprogress";"";"";""
"Yvelines (78)";"Mondreville";398;"CC Portes de l'Île-de-France";"Géraud COLLET";"";"callback";"MAIL ENVOYÉ";"";""
"Seine-et-Marne (77)";"Laval-en-Brie";393;"CC Pays de Nemours";"Jérôme BONIFACIO";"";"inprogress";"";"";""
"Essonne (91)";"Richarville";391;"CA Étampois Sud-Essonne";"Carine HOUDOUIN";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Livilliers";389;"CC du Vexin-Val de Seine";"Brigitte DUCHÊNE";"";"todo";"";"";""
"Seine-et-Marne (77)";"Sancy";389;"CA Coulommiers Pays de Brie";"Vincent DUPORT";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Ambleville";388;"CC du Vexin-Val de Seine";"Martine SOREL";"";"todo";"";"";""
"Seine-et-Marne (77)";"Villemareuil";387;"CA du Pays de Meaux";"Pascal BONNARD";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Bassevelle";385;"CA Coulommiers Pays de Brie";"Jean-Marie VAN LANDEGHEM";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Noyen-sur-Seine";384;"CC Bassée-Montois";"André CAPMARTY";"";"inprogress";"";"";""
"Yvelines (78)";"Courgent";382;"CC du Pays Houdanais";"Marianne GOUTALAND";"";"callback";"MAIL ENVOYÉ";"";""
"Seine-et-Marne (77)";"Douy-la-Ramée";381;"CC du Pays de l'Ourcq";"Caroline GUÉRIN";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Vinantes";381;"CC Plaines et Monts de France";"Yves PELLETIER";"commune";"done";"BIR";"";"CM "
"Yvelines (78)";"Vicq";381;"CC Cur d'Yvelines";"Martine COLAS BINET";"";"callback";"MAIL ENVOYÉ";"";""
"Essonne (91)";"Chalou-Moulineux";380;"CA Étampois Sud-Essonne";"Maxime RONDU";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Vienne-en-Arthies";379;"CC du Vexin-Val de Seine";"Serge BILLOUÉ";"";"todo";"";"";""
"Essonne (91)";"Monnerville";378;"CA Étampois Sud-Essonne";"Angélina CIANCI";"";"callback";"";"";""
"Seine-et-Marne (77)";"Ocquerre";378;"CC du Pays de l'Ourcq";"Bruno GAUTIER";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Montreuil-sur-Epte";377;"CC du Vexin-Val de Seine";"Brigitte PINCHON";"";"todo";"";"";""
"Seine-et-Marne (77)";"Saint-Germain-sur-École";377;"CA du Pays de Fontainebleau";"Jean HELIE";"";"inprogress";"";"";""
"Yvelines (78)";"Méricourt";377;"CU Grand Paris Seine et Oise";"Philippe JUMEAUCOURT";"";"done";"GPSEO";"";""
"Yvelines (78)";"Rosay";377;"CC Portes de l'Île-de-France";"Christophe PERREL";"";"callback";"MAIL ENVOYÉ";"";""
"Essonne (91)";"Boigneville";376;"CA Étampois Sud-Essonne";"Jean-Jacques BOUSSAINGAULT";"";"done";"Bouygues ";"";"CM"
"Seine-et-Marne (77)";"Tigeaux";376;"CA Coulommiers Pays de Brie";"Francis POISSON";"syndicat";"done";"SDESM ET BIR";"";"CM AUPRÈS DE BIR"
"Seine-et-Marne (77)";"Barcy";375;"CA du Pays de Meaux";"Pierre-Edouard DHUICQUE";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Berville";374;"CC du Vexin-Val de Seine";"Isabelle JONCOURT-DANEL";"";"todo";"";"";""
"Essonne (91)";"Authon-la-Plaine";371;"CA Étampois Sud-Essonne";"Nicolas ANDRÉ";"";"done";"QUEKENBORN";"";"CM"
"Essonne (91)";"Mauchamps";371;"CA Étampois Sud-Essonne";"Thomas GONSARD";"";"callback";"";"";"Communauté de commune (CCEJR)"
"Yvelines (78)";"Saint-Illiers-la-Ville";367;"CC Portes de l'Île-de-France";"Sylvain DANIEL";"";"done";"VIANUM";"";""
"Seine-et-Marne (77)";"Beauchery-Saint-Martin";364;"CC Brie Nangissienne";"Patrice SCHLEMER";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Aulnoy";363;"CA Coulommiers Pays de Brie";"Eric GOBARD";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Mouy-sur-Seine";362;"CC Bassée-Montois";"Gérard CARRASCO";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Montgeroult";361;"CC du Vexin-Val de Seine";"Rémi LEPAPE";"";"todo";"";"";""
"Seine-et-Marne (77)";"Châteaubleau";361;"CC Brie Nangissienne";"Jean-Marc DESPLATS";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Saint-Sauveur-lès-Bray";361;"CC Bassée-Montois";"Gérard JAMBUT";"";"inprogress";"";"";""
"Essonne (91)";"Champmotteux";360;"CA Étampois Sud-Essonne";"Jérôme DESNOUE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Bréau";360;"CC Brie des Rivières et Châteaux";"Anita GRAS";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Sognolles-en-Montois";359;"CC Brie Nangissienne";"Michaël DRAULT";"syndicat";"done";"ENEDIS";"";"CM 3 ANS AVEC LE SDESM"
"Seine-et-Marne (77)";"Mauregard";358;"CA Coulommiers Pays de Brie";"Thibault DOS SANTOS";"commune";"done";"STPEE";"";""
"Yvelines (78)";"Civry-la-Forêt";357;"CC du Pays Houdanais";"Danièle LE FOLL";"";"callback";"MAIL ENVOYÉ";"";""
"Yvelines (78)";"Rolleboise";356;"CU Grand Paris Seine et Oise";"Yvette BRUNET";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Argentières";352;"CC Brie Nangissienne";"Patrice SAINT-JALMES";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Balloy";351;"CC Bassée-Montois";"Eric PEZET";"syndicat";"done";"HELP";"";"CM avec le SDESM"
"Seine-et-Marne (77)";"La Madeleine-sur-Loing";350;"CC Brie des Rivières et Châteaux";"Jean Jacques HYEST";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Frouville";347;"CC Carnelle Pays-de-France";"Stéphan LAZAROFF";"";"todo";"";"";""
"Seine-et-Marne (77)";"Melz-sur-Seine";347;"CA Melun Val de Seine";"Laure MASSON-MIGLIORI";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Amponville";346;"CC Pays de Nemours";"François-Xavier DUPERAT";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Jaulnes";345;"CC du Pays de l'Ourcq";"Philippe SENSI";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Tousson";341;"CA du Pays de Fontainebleau";"Michaël GOUÉ";"";"inprogress";"";"";""
"Yvelines (78)";"Sailly";340;"CU Grand Paris Seine et Oise";"Catherine DAVILLARS";"";"done";"GPSEO";"";""
"Seine-et-Marne (77)";"Saint-Barthélemy";338;"CA Coulommiers Pays de Brie";"Michel ROCH";"";"inprogress";"";"";""
"Essonne (91)";"Courances";336;"CC des Deux Vallées";"Dominique FAUVIN";"";"done";"SICAE";"";"CM"
"Seine-et-Marne (77)";"La Haute-Maison";336;"CC Pays de Montereau";"Albane ANCELIN";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Tancrou";334;"CC du Pays de l'Ourcq";"Sylviane TRONCHE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Saint-Méry";333;"CC Brie des Rivières et Châteaux";"Françoise KUBIAK";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Boulancourt";332;"CC Pays de Nemours";"Eric JAIRE";"syndicat";"done";"";"";"CM AVEC LE SDESM"
"Essonne (91)";"Abbéville-la-Rivière";331;"CA Étampois Sud-Essonne";"Éric MEYER";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Sancy-lès-Provins";331;"CC du Provinois";"Jacqueline BILOWUS";"";"inprogress";"";"";""
"Essonne (91)";"Auvernaux";330;"CC du Val d'Essonne";"Wilfrid HILGENGA";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Lissy";330;"CA Melun Val de Seine";"10 MAI election municipale";"syndicat";"done";"SPIE";"";"CM 6 ANS AVEC SDESM"
"Val-d'Oise (95)";"Buhy";329;"CC du Vexin-Val de Seine";"Jean-Pierre DORÉ";"";"todo";"";"";""
"Essonne (91)";"Plessis-Saint-Benoist";329;"CA Étampois Sud-Essonne";"Carole MISSAULT";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Boitron";328;"CA Coulommiers Pays de Brie";"Laurent CALLOT";"";"inprogress";"";"";""
"Val-d'Oise (95)";"Omerville";327;"CC du Vexin-Val de Seine";"Denys DE MAGNITOT";"";"todo";"";"";""
"Yvelines (78)";"Orsonville";327;"CA Rambouillet Territoires";"Anne CABRIT";"";"done";"PRUNEVIEILLE";"";""
"Val-d'Oise (95)";"Wy-dit-Joli-Village";326;"CC du Vexin-Val de Seine";"Laurent BOSSU";"";"todo";"";"";""
"Seine-et-Marne (77)";"Mondreville";325;"CA Grand Paris Sud";"Jean-Sébastien POITOU";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Dhuisy";323;"CC du Pays de l'Ourcq";"Philippe LAPLAIGE";"";"inprogress";"";"";""
"Seine-et-Marne (77)";"Montceaux-lès-Provins";322;"CC du Provinois";"Olivier ARTHUR";"syndicat";"done";"Bouygues";"";"CM de 4 ans avec le SDESM"
"Val-d'Oise (95)";"La Chapelle-en-Vexin";320;"CC du Vexin-Val de Seine";"Laurent ASTRUC";"";"todo";"";"";""
